gene_id	gene_name	SRR3222409_KO	SRR3222410_KO	SRR3222411_KO	SRR3222412_WT	SRR3222413_WT	SRR3222414_WT
ENSMUSG00000024774	Ankrd22	6.69309390772734	6.69309390772734	6.69309390772734	6.81787819900811	6.69309390772734	6.69309390772734
ENSMUSG00000024776	Stambpl1	7.39286572223634	7.468417648299	7.35587731372626	7.619490246537	7.51779988354451	7.63714592866237
ENSMUSG00000024777	Ppp2r5b	8.32895500020551	8.41418703138511	8.41419865027314	8.54484491325661	8.55667694633319	8.54922883867426
ENSMUSG00000024778	Fas	7.22970941221727	7.02694047235869	7.13983569495576	7.18992790938474	7.04195916933653	7.2603434799828
ENSMUSG00000024780	Cdc37l1	8.79266005181415	9.1125255718079	9.18753712382901	9.156911678764	9.10711356708959	9.14494729471313
ENSMUSG00000024781	Lipa	8.77834586266099	8.7910339767091	8.88288016063918	9.12827187465127	9.08574762329173	9.25651629592526
ENSMUSG00000024782	Ak3	9.693623527591	9.91690873966587	9.85928766478935	10.2898033461373	10.2960172312379	10.4963560679959
ENSMUSG00000024784	Gpha2	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734
ENSMUSG00000024785	Rcl1	8.17405981376103	8.07839214432852	8.16739643728133	7.97717541888985	8.09701731434477	7.91168225124242
ENSMUSG00000024786	Majin	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734
ENSMUSG00000024787	Snx15	7.92889813566244	8.02486049474607	7.94004602305768	7.99305483800103	8.06449761649774	8.01830777599235
ENSMUSG00000024789	Jak2	8.65769472433328	8.62221530696981	8.65746030892354	8.84356446637563	8.71537619522108	8.88656455723358
ENSMUSG00000024790	Sac3d1	8.04860457761527	8.00639536838448	7.97130771237981	7.90534664437906	7.99630968283033	7.82889948830985
ENSMUSG00000024791	Cdca5	7.77549274356882	7.76528131384049	7.85732224938396	7.91673723980772	7.81679309693048	7.59118601885856
ENSMUSG00000024792	Zfpl1	8.43769224652233	8.20943645980547	8.27717969903295	8.41505098505996	8.26967769485237	8.33653061775529
ENSMUSG00000024795	Kif20b	7.87517655640418	7.94893553669015	7.97897561937507	7.93913549991189	8.02526074480937	7.67215790780027
ENSMUSG00000024797	Vps51	8.29747458386148	8.42065013608277	8.27717969903295	8.36348220012407	8.23720057624725	8.25783703342413
ENSMUSG00000024798	Htr7	6.94262189687933	6.86029628209775	7.05833993509113	7.02262818809414	6.95708579526237	7.15723618563183
ENSMUSG00000024799	Tm7sf2	7.88303289651761	7.95873900758381	8.01648322962674	9.0647682173516	9.12117116594022	9.2674022662982
ENSMUSG00000024800	Rpp30	7.95834542419743	7.98759663051025	7.96358192165217	8.02918803309152	8.11291708164748	7.92482451034136
ENSMUSG00000024803	Ankrd1	6.83727858405132	6.98237416409738	6.99158045856975	6.94242986723758	6.82522789473628	6.69309390772734
ENSMUSG00000024805	Pcgf5	7.64344077437085	7.80037201804007	7.83990100587749	7.73668205652126	7.78091055307803	7.72212675171455
ENSMUSG00000024806	Mlana	6.69309390772734	6.69309390772734	6.69309390772734	6.81787819900811	6.69309390772734	6.69309390772734
ENSMUSG00000024807	Syvn1	8.79621397544246	8.70685813731696	8.77120852422287	8.83327375224115	8.77429779793222	8.64665692807841
ENSMUSG00000024810	Il33	8.26511668745393	8.36118356570591	8.37740813263337	8.18918079475136	8.11816576168573	8.46375713193433
ENSMUSG00000024811	Tnks2	10.0189807443914	10.000506186511	9.97499583534765	10.1301633636321	10.2501271339034	10.3113510130673
